Kinase Uniprot ID	Kinase Name	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
P17612	PKA[alpha]	2.69897000433602	2.27234736772815	4.97131737206417	4.92081875395237	1.53789540013218	1.5456041685261	0.0177631974740602	37.8888888888889
Q13237	PKG2	2.61250875429339	2.39225639506677	5.00476514936016	4.92081875395237	1.52407778926649	1.54292643565084	0.0434969399543303	27.8888888888889
Q13976	PKG1	2.64595653158939	2.27234736772815	4.91830389931754	4.92081875395237	1.58386068006907	1.60103339414741	0.0565551034044537	30.8888888888889
P51817	PRKX	2.39719185504326	2.27234736772815	4.66953922277141	4.79588001734407	1.58148964792306	1.59135875461433	0.0499862901715611	23.6666666666667
P17252	PKC[alpha]	1.63197928597306	2.47303403150414	4.1050133174772	4.22184874961636	1.41751357829481	1.4272988943368	0.0162308081642801	22.5555555555556
Q13131	AMPK[alpha]1	1.44672090371581	2.47303403150414	3.91975493521994	4.01772876696043	1.70846354841564	1.69114533340493	0.0677944550678365	7.44444444444444
P31751	Akt2/PKB[beta]	1.40453555720255	2.27234736772815	3.6768829249307	3.67366413907125	1.41862425295383	1.41630406242433	0.0285425987327378	19.2222222222222
P31749	Akt1/PKB[alpha]	1.25788496121572	2.27234736772815	3.53023232894387	3.52287874528034	1.37938803812314	1.37299601223729	0.02744579133549	20.5555555555556
Q16566	CaMK4	1.38266165783441	2.27234736772815	3.65500902556256	3.4294570601181	1.54831693272695	1.54523629025954	0.125588092162724	11.5555555555556
P49674	CK1[epsilon]	1.07572071393812	2.22184874961636	3.29756946355447	3.29756946355447	1.86156707670392	1.86156707670392	NA	3
Q05655	PKC[delta]	0.961911742276417	2.27234736772815	3.23425911000456	3.17263072694617	1.33694755056464	1.33451271057002	0.039510338983032	18
Q9UBS0	p70S6K[beta]	1.24818557345286	2.06165286078797	3.30983843424083	3.12842706445412	1.35336439098893	1.35611204873634	0.0361779897321889	21
Q9P1W9	Pim2	0.828797401586044	2.15888189005371	2.98767929163975	3.01772876696043	1.20316113904032	1.18963481692049	0.0837567993529468	29.1111111111111
O94921	PFTAIRE1	0.731009189605013	2.23646375602989	2.96747294563491	2.92518355935483	1.65837103824258	1.65837103824258	0	3
Q9HBY8	SGK2	0.885465232424128	2.1475430397581	3.03300827218223	2.92518355935483	1.34208277858578	1.35179297402314	0.0669496109098523	12.3333333333333
O15111	IKK[alpha]	0.73496441592728	2.15937938131221	2.89434379723949	2.91397890530678	1.66440340135941	1.66440340135941	0	3
P24723	PKC[eta]	0.381964393177767	1.89727363284361	2.27923802602137	2.87160073128219	0.925360987688508	1.11872484164151	0.443952523799459	11
Q04759	PKC[theta]	0.503940940995554	2.27234736772815	2.7762883087237	2.76245626185713	1.1779579536623	1.18430756860746	0.0522382656359594	16.3333333333333
Q15139	PKD1	0.50791767293717	2.27234736772815	2.78026504066532	2.71399287792053	1.33885337206031	1.33885337206031	0	4
Q86V86	Pim3	0.542400432911261	2.23889959043215	2.78130002334341	2.69897000433602	1.12181599665912	1.12282665780667	0.0166460895717956	42.8888888888889
Q15349	RSK1/p90RSK	0.521997004759703	2.12013500272017	2.64213200747987	2.67860872168831	1.35193009025418	1.35193009025418	0	4
P51812	RSK2	0.356227408966316	2.27234736772815	2.62857477669446	2.57251389090421	1.15460934652805	1.15460934652805	0	6
O43930	PRKY	0.598169777096477	1.95387099671879	2.55204077381527	2.5679933127304	1.32560315986475	1.35129288890731	0.0774682993534969	7.66666666666667
Q14164	IKK[epsilon]	0.557376647680598	2.0630122448343	2.6203888925149	2.56224943717961	1.46598058589727	1.46598058589727	0	3
P05129	PKC[gamma]	0.332916881753404	2.18391625468992	2.51683313644332	2.5036239459876	1.0747699491237	1.15240517026053	0.148837587253488	11.3333333333333
P11309	Pim1	0.402145731689562	2.10116875525695	2.50331448694651	2.47108329972235	1.08910660149556	1.106059277291	0.0217843331315868	46.4444444444444
P68400	CK2[alpha]1	0.512168537514711	1.99278744320037	2.50495598071508	2.47108329972235	1.39059589117918	1.39059589117918	0	3
Q15418	RSK3	0.310868740482356	2.12013500272017	2.43100374320253	2.45742352373947	1.09033399915502	1.09033399915502	0	6
O75676	MSK2	0.261183487018707	2.27234736772815	2.53353085474685	2.45099673797421	1.02831444783581	1.02831444783581	0	3
P23443	p70S6K	0.426795182416646	1.98967314057812	2.41646832299476	2.42481215507234	1.16568814224562	1.16619485368021	0.150304904933515	11.7777777777778
O60285	NuaK1	0.337692510378323	2.03028828557525	2.36798079595357	2.37059040089728	1.15797095142715	1.15797095142715	0	3
Q02156	PKC[epsilon]	0.247536623898475	2.09510063808396	2.34263726198244	2.32753268693192	0.998571151488504	1.02483176619635	0.152976499887111	14.5555555555556
O75582	MSK1	0.291933384263402	2.0630122448343	2.3549456290977	2.31875876262441	1.06762420694563	1.06762420694563	0	6
O96017	CHK2	0.249102890462997	1.97343669216942	2.22253958263242	2.31015859086249	0.999776392514852	1.01977794973478	0.132866745931962	16.4444444444444
O75116	ROCK2	0.154805496803929	1.98347164436857	2.1382771411725	2.23121395309199	0.807048290718281	0.82210532330033	0.159265006711116	4.6
P49841	GSK3[beta]	0.255358984305563	1.92277758598612	2.17813657029168	2.18045606445813	1.02433932356468	1.02433932356468	0	3
P05771	PKC[beta]	0.143029172487201	2.10116875525695	2.24419792774415	2.14752000636314	0.857007775324986	0.857007775324986	0	7
O14920	IKK[beta]	0.240583615902517	1.91166725584024	2.15225087174276	2.14122226269455	1.00011414159349	0.937778138938214	0.139387539382803	3.2
Q15131	CDK10	0.224067921517384	1.93097605422622	2.15504397574361	2.06348625752111	0.961532943690755	0.898948035723556	0.115322568355875	5
Q05513	PKC[zeta]	0.0772133124053106	1.97458113179607	2.05179444420138	2.05354773498693	0.678642258051014	0.657096997738764	0.058004973113152	6.55555555555556
Q96Q40	PFTAIRE2	0.141715811467273	1.78294673654406	1.92466254801134	1.95703092660682	0.797968955796245	0.878524042130986	0.129831536130183	5.55555555555556
Q00526	CDK3	0.14153770130325	1.95486597923578	2.09640368053904	1.94830735820196	0.821754961302911	0.768645923956215	0.108408552007786	6.55555555555556
Q13535	ATR	0.236626465658989	1.74450774503229	1.98113421069128	1.90938929217159	0.987345015622424	1.00332502966927	0.0479400421405349	5.88888888888889
P49137	MAPKAPK2	0.0768005770212875	1.79765889245842	1.87445946947971	1.87575669105335	0.885440903708493	0.88992381702994	0.0649322115387811	21.7777777777778
Q16644	MAPKAPK3	0.0940321407122536	1.80414184999939	1.89817399071164	1.86531300744315	0.858639413893621	0.887405707283075	0.161960999610718	24.3333333333333
O14965	AurA/Aur2	0.144918558068643	1.69671611258302	1.84163467065166	1.8559865342138	0.770352673613793	0.746663622076638	0.071067154611465	4.11111111111111
Q9UIK4	DAPK2	0.356652905406974	1.47570664658099	1.83235955198797	1.82880028319958	1.19975867738777	1.19975867738777	0	3
P42345	mTOR/FRAP	0.165522841353096	1.67691226764256	1.84243510899565	1.82623117686335	0.79112226518598	0.689557414715405	0.152347275705861	3.33333333333333
O15264	p38[delta]	0.101058942070114	1.66148528791845	1.76254422998857	1.7535014192042	0.732535921723511	0.690181915461623	0.165644303918109	7.77777777777778
Q9UHD2	TBK1	0.165885577175862	1.57589805186597	1.74178362904183	1.73868953989938	0.798171695206359	0.798171695206359	0	3
P41743	PKC[iota]	0.118807018146407	1.73374189411713	1.85254891226354	1.70703545461707	0.759999038913229	0.774005321831034	0.247062550916978	9.88888888888889
P48729	CK1[alpha]	0.10799237511936	1.51853932291925	1.62653169803861	1.64206515299955	0.755602914343688	0.79667506660966	0.136309651517961	6.55555555555556
