Kinase Uniprot ID	Kinase Name	Kinase Group	Kinase Family	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
P06239	Lck	TK	Src	2.64595653158939	2.49259972695477	5.13855625854416	5.09691001300806	-4.36133458266723	-4.35030182043568	0.0468588655119146	26.4444444444444
P07948	Lyn	TK	Src	2.31770736387391	2.49259972695477	4.81030709082868	5.09691001300806	-4.37830955094491	-4.29572004749019	0.199407979029869	22.8888888888889
P35968	KDR	TK	VEGFR	2.66552222704002	2.49259972695477	5.15812195399479	5.09691001300806	-4.8040877429458	-4.70429529241419	0.19163752647379	16.6666666666667
P42680	TEC	TK	Tec	1.76323995484459	2.49259972695477	4.25583968179936	4.79588001734407	-3.96716270298662	-3.99582267961169	0.230708239882218	36.3333333333333
P42681	TXK	TK	Tec	1.26875803385063	2.49259972695477	3.7613577608054	4.01772876696043	-4.09319506356999	-3.97716380233945	0.314571587851716	25
P07332	Fes	TK	Fer	1.30775569889734	2.49259972695477	3.80035542585211	4	-4.37705028912169	-4.34713143996753	0.176780846686304	9.11111111111111
P51451	BLK	TK	Src	1.39066505297752	2.49259972695477	3.88326477993228	3.95078197732982	-4.11765597408226	-4.33642688897151	0.393001595744506	22.5555555555556
P42685	FRK	TK	Src	1.44273645756121	2.49259972695477	3.93533618451597	3.90657831483776	-3.89895198542828	-3.83056169985448	0.150494926649102	45
P12931	Src	TK	Src	1.3047812480712	2.49259972695477	3.79738097502597	3.80687540164554	-3.84841284965178	-3.84963679407906	0.0330391346524243	45.8888888888889
P00519	Abl	TK	Abl	1.31096195540941	2.49259972695477	3.80356168236418	3.76447155309245	-3.84106544515072	-3.84475147918848	0.0703313907514189	45.6666666666667
P51813	Etk/BMX	TK	Tec	1.33489015006316	2.49259972695477	3.82748987701793	3.73518217699046	-3.97401442048634	-3.91910288725704	0.309610295653632	32.5555555555556
P41240	CSK	TK	Csk	1.13472983590245	2.49259972695477	3.62732956285722	3.5003129173816	-3.81850525983106	-3.75907572830186	0.124699983874076	39.4444444444444
Q9H3Y6	Srm	TK	Src	0.787290333922333	2.49259972695477	3.2798900608771	3.46852108295774	-3.75250108943128	-3.74569318707764	0.017903330417862	34.2222222222222
Q04912	Ron	TK	Met	0.997942735380394	2.49259972695477	3.49054246233516	3.43415218132648	-4.26747875535871	-4.29112479390035	0.115443286898363	7.77777777777778
P54756	EphA5	TK	Eph	0.779136482800658	2.5796896906561	3.35882617345676	3.40230481407449	-4.38224642496873	-4.3122665623401	0.226730615822838	4
P06241	Fyn	TK	Src	0.855680885035006	2.49259972695477	3.34828061198977	3.35654732351381	-3.84273671979961	-3.85934772775082	0.0958655467587435	23.8888888888889
P08631	HCK	TK	Src	0.702798175521394	2.49259972695477	3.19539790247616	3.34486156518862	-3.77660880207494	-3.79455265413987	0.0750008298327272	23
P16234	PDGFR[alpha]	TK	PDGFR	0.706474985367735	2.49259972695477	3.1990747123225	3.32975414692588	-4.20832932608455	-4.21914005746411	0.0324321941386832	4.11111111111111
J3KPB5	EphA10	TK	Eph	0.640167202155204	2.51910646332808	3.15927366548329	3.31345568539465	-4.28095607653149	-4.28095607653149	0	3
P29317	EphA2	TK	Eph	0.833758612565101	2.49259972695477	3.32635833951987	3.31158017799729	-4.36013359538266	-4.28065457653413	0.231334849749761	5
Q01973	ROR1	TK	Ror	0.612318583391926	2.69897000433602	3.31128858772794	3.31128858772794	-4.15490751917283	-4.15490751917283	0	3
Q12866	Mer	TK	Axl	0.784752798494592	2.49259972695477	3.27735252544936	3.29756946355447	-3.7236739470623	-3.69449661593271	0.120871337096461	43
Q08881	ITK	TK	Tec	0.684878572926605	2.49259972695477	3.17747829988137	3.26121944151563	-3.70553916171271	-3.73120083531287	0.0927705960271505	32.8888888888889
P52333	JAK3	TK	JakA	0.637024078149274	2.49259972695477	3.12962380510404	3.2580609222708	-4.18690350766227	-4.17395380250075	0.0153564612517576	3.55555555555556
P54753	EphB3	TK	Eph	0.505845405981557	2.69897000433602	3.20481541031758	3.20481541031758	-4.0220675198275	-4.0220675198275	0	3
Q15375	EphA7	TK	Eph	0.505845405981557	2.69897000433602	3.20481541031758	3.20481541031758	-4.0220675198275	-4.0220675198275	NA	3
P29323	EphB2	TK	Eph	0.512728206651537	2.47664107565498	2.98936928230651	3.17522353752445	-4.0220675198275	-4.0220675198275	0	3
P54762	EphB1	TK	Eph	0.512728206651537	2.47664107565498	2.98936928230651	3.17522353752445	-4.0220675198275	-4.0220675198275	0	3
O60674	JAK2	TK	JakA	0.612462250469607	2.49259972695477	3.10506197742437	3.16241156176449	-3.77177666339561	-3.7928876896768	0.0578754601320177	15.5555555555556
P09619	PDGFR[beta]	TK	PDGFR	0.610196236710968	2.49259972695477	3.10279596366573	3.15242734085789	-3.77913528419635	-3.81739227887905	0.13233433466466	15.3333333333333
P42684	Arg	TK	Abl	0.59345133408525	2.49259972695477	3.08605106104002	3.09691001300806	-3.63865532210273	-3.55327433213068	0.170493861907349	53.6666666666667
Q16620	TRKB	TK	Trk	0.426962701591147	2.49259972695477	2.91956242854591	3.09691001300806	-3.60387566333871	-3.63433577563363	0.0866294168465012	25.2222222222222
P35916	FLT4	TK	VEGFR	0.597628847776021	2.49259972695477	3.09022857473079	3.09474395125155	-3.97080494148683	-3.93369522913327	0.152693377018679	5.11111111111111
P42679	CTK	TK	Csk	0.675741772353836	2.49259972695477	3.1683414993086	3.05749589383192	-3.68387112191413	-3.76882839308579	0.146536670101265	29.7777777777778
P08069	IGF1R	TK	InsR	0.557760260848902	2.49259972695477	3.05035998780367	3.05551732784983	-3.7915044491302	-3.59901025638382	0.571683960068278	13.1111111111111
P30530	Axl	TK	Axl	0.837986869400299	2.49259972695477	3.33058659635507	3.04769199033787	-3.68329911882306	-3.66123523779884	0.223899912901745	61.8888888888889
P54764	EphA4	TK	Eph	0.306332384328805	2.69897000433602	3.00530238866482	3.00524305541237	-3.57441140969299	-3.57441140969299	0	3
P07333	FmS/CSFR	TK	PDGFR	0.497016186236368	2.50443219174011	3.00144837797648	3.00205259184622	-3.76676553633518	-3.7662871851731	0.187382153702489	6.75
P08581	Met	TK	Met	0.461103196894308	2.49259972695477	2.95370292384907	2.97305837204097	-3.62944200227732	-3.59975355604146	0.180787912474259	29.5555555555556
P21709	EphA1	TK	Eph	0.271981044711333	2.69897000433602	2.97095104904735	2.97095104904735	-3.43232021133897	-3.43232021133897	0.00840516682971964	4
P07947	Yes	TK	Src	0.470443576672069	2.49259972695477	2.96304330362684	2.96497071779763	-3.61452277789998	-3.63989845791106	0.0969071961335374	26.6666666666667
P06213	InSR	TK	InsR	0.348204342596316	2.49259972695477	2.84080406955108	2.94157397554299	-3.5358697873798	-3.58082712185491	0.132148020389474	19.1111111111111
Q06418	Tyro3/Sky	TK	Axl	0.297342443591224	2.49259972695477	2.78994217054599	2.93554201077308	-3.49004112701676	-3.49133335783839	0.0430688373198398	45.1111111111111
O14757	CHK1	CAMK	CAMKL	0.257421054700285	2.49259972695477	2.75002078165505	2.93107238831793	-3.39900487903144	-3.39900487903144	0	5
P10721	Kit	TK	PDGFR	0.440857359400407	2.47664107565498	2.91749843505538	2.9266482976131	-3.5740115272096	-3.57140573041059	0.309906297610445	11.8571428571429
P23458	JAK1~b	TK	JakA	0.201600046495528	2.5796896906561	2.78128973715163	2.92012499220905	-3.22778907649011	-3.34529485222977	0.235011551479321	5.5
