Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
PTK2,-41.0375853551738,4,PTM-SEA,0.9230769230769231,4,TK,FAK,NA,PTK2
MAP2K7,0,26,PTM-SEA,0,1,STE,STE7,MEK7,MAP2K7
JAK2,21.539727774488085,14,PTM-SEA,0.6666666666666666,3,TK,JAKA,NA,JAK2
MAP3K6,0,26,PTM-SEA,0,1,STE,STE11,ASK,MAP3K6
ABL1,38.56802859481952,6,PTM-SEA,0.8717948717948718,4,TK,ABL,NA,ABL1
EGFR,2.4435314405727833,24,PTM-SEA,0.41025641025641024,2,TK,EGFR,NA,EGFR
ERBB2,-34.48484153409581,7,PTM-SEA,0.8461538461538461,4,TK,EGFR,NA,ERBB2
INSR,-3.8554568726884475,22,PTM-SEA,0.46153846153846156,2,TK,INSR,NA,INSR
LCK,6.315250528278568,20,PTM-SEA,0.5128205128205128,3,TK,SRC,SRCB,LCK
FYN,-33.706423830804695,8,PTM-SEA,0.8205128205128205,4,TK,SRC,SRCA,FYN
YES1,0,26,PTM-SEA,0,1,TK,SRC,SRCA,YES1
LYN,-14.150238520863452,17,PTM-SEA,0.5897435897435898,3,TK,SRC,SRCB,LYN
RET,-21.445086387418378,15,PTM-SEA,0.6410256410256411,3,TK,RET,NA,RET
IGF1R,28.040987346567547,11,PTM-SEA,0.7435897435897436,3,TK,INSR,NA,IGF1R
MET,-31.10785040698171,10,PTM-SEA,0.7692307692307693,4,TK,MET,NA,MET
HCK,-58.31639585762865,1,PTM-SEA,1,4,TK,SRC,SRCB,HCK
PDGFRB,-27.972590842499535,12,PTM-SEA,0.717948717948718,3,TK,PDGFR,NA,PDGFRB
FGR,0,26,PTM-SEA,0,1,TK,SRC,SRCA,FGR
SRC,6.592492129864361,19,PTM-SEA,0.5384615384615384,3,TK,SRC,SRCA,SRC
JAK1,-5.512219719542126,21,PTM-SEA,0.48717948717948717,2,TK,JAKA,NA,JAK1
TYK2,0,26,PTM-SEA,0,1,TK,JAKA,NA,TYK2
KDR,-24.944639268671324,13,PTM-SEA,0.6923076923076923,3,TK,VEGFR,NA,KDR
CSK,0,26,PTM-SEA,0,1,TK,CSK,NA,CSK
ZAP70,-3.8085643479411164,23,PTM-SEA,0.4358974358974359,2,TK,SYK,NA,ZAP70
SYK,-52.414893005066034,3,PTM-SEA,0.9487179487179487,4,TK,SYK,NA,SYK
MAP2K4,-1.3619816281526989,25,PTM-SEA,0.38461538461538464,2,STE,STE7,MEK4,MAP2K4
MAP2K3,0,26,PTM-SEA,0,1,STE,STE7,MEK3,MAP2K3
BMX,-32.470588235294116,9,PTM-SEA,0.7948717948717948,4,TK,TEC,NA,BMX
JAK3,10.327113872148232,18,PTM-SEA,0.5641025641025641,3,TK,JAKA,NA,JAK3
MAP2K6,0,26,PTM-SEA,0,1,STE,STE7,MEK3,MAP2K6
EPHA4,0,26,PTM-SEA,0,1,TK,EPH,NA,EPHA4
MAP2K1,0,26,PTM-SEA,0,1,STE,STE7,MEK1,MAP2K1
MST1R,0,26,PTM-SEA,0,1,TK,MET,NA,MST1R
ITK,-39.11703774471235,5,PTM-SEA,0.8974358974358975,4,TK,TEC,NA,ITK
PTK6,-16.83985303282699,16,PTM-SEA,0.6153846153846154,3,TK,SRC,SRM,PTK6
PTK2B,0,26,PTM-SEA,0,1,TK,FAK,NA,PTK2B
ERBB4,0,26,PTM-SEA,0,1,TK,EGFR,NA,ERBB4
NTRK2,53.66666666666666,2,PTM-SEA,0.9743589743589743,4,TK,TRK,NA,NTRK2
MAP3K5,0,26,PTM-SEA,0,1,STE,STE11,ASK,MAP3K5
ALK,0,26,PTM-SEA,0,1,TK,ALK,NA,ALK
AAK1,244,245,KEA3,0.1657142857142857,1,OTHER,NAK,BIKE,AAK1
ABL1,41.666666666666664,26,KEA3,0.9228571428571428,4,TK,ABL,NA,ABL1
ABL2,97,90,KEA3,0.6971428571428572,3,TK,ABL,NA,ABL2
ACVR1,170,177,KEA3,0.38571428571428573,2,TKL,STKR,TYPE1,ACVR1
ACVR1B,185,190,KEA3,0.34,2,TKL,STKR,TYPE1,ACVR1B
ACVR2B,211,218,KEA3,0.2542857142857143,2,TKL,STKR,TYPE2,ACVR2B
AKT1,72,57,KEA3,0.8142857142857143,4,AGC,AKT,NA,AKT1
