Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
PTK2,2.030303030303031,21,PTM-SEA,0.45,2,TK,FAK,NA,PTK2
MAP2K7,0,23,PTM-SEA,0,1,STE,STE7,MEK7,MAP2K7
JAK2,-7.556886275540485,17,PTM-SEA,0.6,3,TK,JAKA,NA,JAK2
MAP3K6,0,23,PTM-SEA,0,1,STE,STE11,ASK,MAP3K6
ABL1,-16.17691265210362,13,PTM-SEA,0.7,3,TK,ABL,NA,ABL1
EGFR,40.78038636870467,3,PTM-SEA,0.95,4,TK,EGFR,NA,EGFR
ERBB2,-33.99836696862465,5,PTM-SEA,0.9,4,TK,EGFR,NA,ERBB2
INSR,7.762804744458401,16,PTM-SEA,0.625,3,TK,INSR,NA,INSR
LCK,-43.60749300750626,2,PTM-SEA,0.975,4,TK,SRC,SRCB,LCK
FYN,-5.818889622945037,19,PTM-SEA,0.55,3,TK,SRC,SRCA,FYN
YES1,0,23,PTM-SEA,0,1,TK,SRC,SRCA,YES1
LYN,-31.28074064127046,8,PTM-SEA,0.825,4,TK,SRC,SRCB,LYN
RET,-12.71281362815827,14,PTM-SEA,0.675,3,TK,RET,NA,RET
IGF1R,32.83707976466988,6,PTM-SEA,0.875,4,TK,INSR,NA,IGF1R
MET,-29.016236091289905,9,PTM-SEA,0.8,4,TK,MET,NA,MET
HCK,0,23,PTM-SEA,0,1,TK,SRC,SRCB,HCK
PDGFRB,-4.820962820477481,20,PTM-SEA,0.525,3,TK,PDGFR,NA,PDGFRB
FGR,0,23,PTM-SEA,0,1,TK,SRC,SRCA,FGR
SRC,-34.13448168524998,4,PTM-SEA,0.925,4,TK,SRC,SRCA,SRC
FER,0,23,PTM-SEA,0,1,TK,FER,NA,FER
JAK1,17.53427408501716,12,PTM-SEA,0.725,3,TK,JAKA,NA,JAK1
EPHA2,0,23,PTM-SEA,0,1,TK,EPH,NA,EPHA2
TYK2,0,23,PTM-SEA,0,1,TK,JAKA,NA,TYK2
KDR,-0.8825959850482921,22,PTM-SEA,0.425,2,TK,VEGFR,NA,KDR
ZAP70,-9.995800565077982,15,PTM-SEA,0.65,3,TK,SYK,NA,ZAP70
SYK,-2.030303030303031,21,PTM-SEA,0.45,2,TK,SYK,NA,SYK
MAP2K4,28.74291120046246,10,PTM-SEA,0.775,4,STE,STE7,MEK4,MAP2K4
MAP2K3,0,23,PTM-SEA,0,1,STE,STE7,MEK3,MAP2K3
BMX,2.030303030303031,21,PTM-SEA,0.45,2,TK,TEC,NA,BMX
JAK3,-32.790651639532065,7,PTM-SEA,0.85,4,TK,JAKA,NA,JAK3
MAP2K6,0,23,PTM-SEA,0,1,STE,STE7,MEK3,MAP2K6
EPHA4,0,23,PTM-SEA,0,1,TK,EPH,NA,EPHA4
MAP2K1,0,23,PTM-SEA,0,1,STE,STE7,MEK1,MAP2K1
MST1R,0,23,PTM-SEA,0,1,TK,MET,NA,MST1R
ITK,6.747343388803685,18,PTM-SEA,0.575,3,TK,TEC,NA,ITK
PTK6,-46.231681002987976,1,PTM-SEA,1,4,TK,SRC,SRM,PTK6
PTK2B,0,23,PTM-SEA,0,1,TK,FAK,NA,PTK2B
ERBB4,0,23,PTM-SEA,0,1,TK,EGFR,NA,ERBB4
NTRK2,24.038167938931295,11,PTM-SEA,0.75,4,TK,TRK,NA,NTRK2
MAP3K5,0,23,PTM-SEA,0,1,STE,STE11,ASK,MAP3K5
ALK,0,23,PTM-SEA,0,1,TK,ALK,NA,ALK
AAK1,312,281,KEA3,0.06285714285714286,1,OTHER,NAK,BIKE,AAK1
ABL1,25.666666666666664,14,KEA3,0.9628571428571429,4,TK,ABL,NA,ABL1
ABL2,90,82,KEA3,0.7314285714285714,3,TK,ABL,NA,ABL2
ACVR1,182.5,190,KEA3,0.36,2,TKL,STKR,TYPE1,ACVR1
ACVR1B,198,205,KEA3,0.30857142857142855,2,TKL,STKR,TYPE1,ACVR1B
ACVR2B,40,29,KEA3,0.9085714285714286,4,TKL,STKR,TYPE2,ACVR2B
AKT1,71.33333333333333,64,KEA3,0.7942857142857143,4,AGC,AKT,NA,AKT1
AKT2,133,138,KEA3,0.5342857142857143,3,AGC,AKT,NA,AKT2
AKT3,204,210,KEA3,0.2914285714285714,2,AGC,AKT,NA,AKT3
ALK,39,28,KEA3,0.9142857142857143,4,TK,ALK,NA,ALK
ARAF,62,52,KEA3,0.8342857142857143,4,TKL,RAF,RAF,ARAF
ATM,119.66666666666667,120,KEA3,0.5971428571428572,3,ATYPICAL,PIKK,ATM,ATM
ATR,109.33333333333333,107,KEA3,0.6428571428571429,3,ATYPICAL,PIKK,ATR,ATR
AURKA,132,137,KEA3,0.5428571428571428,3,OTHER,AUR,NA,AURKA
AURKB,82.33333333333333,75,KEA3,0.7571428571428571,4,OTHER,AUR,NA,AURKB
AURKC,186,194,KEA3,0.34285714285714286,2,OTHER,AUR,NA,AURKC
AXL,147.5,152,KEA3,0.4828571428571429,2,TK,AXL,NA,AXL
BLK,247,241,KEA3,0.18285714285714286,1,TK,SRC,SRCB,BLK
BMP2K,327,293,KEA3,0.02857142857142857,1,OTHER,NAK,BIKE,BMP2K
BMPR1A,78.5,72,KEA3,0.7685714285714286,4,TKL,STKR,TYPE1,BMPR1A
BMPR1B,131,134,KEA3,0.5514285714285714,3,TKL,STKR,TYPE1,BMPR1B
BMPR2,212.5,218,KEA3,0.26857142857142857,2,TKL,STKR,TYPE2,BMPR2
BMX,57.666666666666664,47,KEA3,0.8485714285714285,4,TK,TEC,NA,BMX
BRAF,183,191,KEA3,0.35428571428571426,2,TKL,RAF,RAF,BRAF
BRSK1,227,228,KEA3,0.22285714285714286,1,CAMK,CAMKL,BRSK,BRSK1
BRSK2,286,272,KEA3,0.08857142857142856,1,CAMK,CAMKL,BRSK,BRSK2
BTK,77.66666666666667,71,KEA3,0.7714285714285715,4,TK,TEC,NA,BTK
BUB1,205,211,KEA3,0.2885714285714286,2,OTHER,BUB,NA,BUB1
CAMK1,196,204,KEA3,0.31142857142857144,2,CAMK,CAMK1,NA,CAMK1
CAMK1D,237,235,KEA3,0.2,1,CAMK,CAMK1,NA,CAMK1D
CAMK2A,99,96,KEA3,0.6742857142857143,3,CAMK,CAMK2,NA,CAMK2A
CAMK2B,130,133,KEA3,0.5542857142857143,3,CAMK,CAMK2,NA,CAMK2B
CAMK2D,121.33333333333333,124,KEA3,0.5857142857142857,3,CAMK,CAMK2,NA,CAMK2D
CAMK2G,95,90,KEA3,0.7028571428571428,3,CAMK,CAMK2,NA,CAMK2G
CAMK4,148.66666666666666,154,KEA3,0.47714285714285715,2,CAMK,CAMK1,NA,CAMK4
CAMKK1,163.66666666666666,169,KEA3,0.4257142857142857,2,OTHER,CAMKK,META,CAMKK1
CAMKK2,188.5,198,KEA3,0.3314285714285714,2,OTHER,CAMKK,META,CAMKK2
CDC42BPA,293,275,KEA3,0.08,1,AGC,DMPK,GEK,CDC42BPA
CDC7,215.5,221,KEA3,0.26,2,OTHER,CDC7,NA,CDC7
CDK1,97.5,93,KEA3,0.6885714285714286,3,CMGC,CDK,CDC2,CDK1
CDK11A,333,297,KEA3,0.017142857142857144,1,NA,NA,NA,CDK11A
CDK12,321,289,KEA3,0.04,1,CMGC,CDK,CRK7,CDK12
CDK15,173,180,KEA3,0.3914285714285714,2,CMGC,CDK,PFTAIRE,CDK15
CDK16,39,28,KEA3,0.9142857142857143,4,CMGC,CDK,PCTAIRE,CDK16
CDK18,258,252,KEA3,0.14857142857142858,1,CMGC,CDK,PCTAIRE,CDK18
CDK19,246,240,KEA3,0.18571428571428572,1,CMGC,CDK,CDK8,CDK19
CDK2,130,133,KEA3,0.5542857142857143,3,CMGC,CDK,CDC2,CDK2
CDK20,269,260,KEA3,0.12285714285714286,1,CMGC,CDK,CCRK,CDK20
CDK3,87,80,KEA3,0.7371428571428571,3,CMGC,CDK,CDC2,CDK3
CDK4,85,77,KEA3,0.7514285714285714,4,CMGC,CDK,CDK4,CDK4
CDK5,54,42,KEA3,0.8628571428571429,4,CMGC,CDK,CDK5,CDK5
CDK6,120.33333333333333,122,KEA3,0.5914285714285714,3,CMGC,CDK,CDK4,CDK6
CDK7,92.33333333333333,85,KEA3,0.7171428571428572,3,CMGC,CDK,CDK7,CDK7
CDK8,230,230,KEA3,0.21714285714285714,1,CMGC,CDK,CDK8,CDK8
CDK9,119.33333333333333,119,KEA3,0.6,3,CMGC,CDK,CDK9,CDK9
CDKL3,315,284,KEA3,0.054285714285714284,1,CMGC,CDKL,NA,CDKL3
CDKL5,153.5,160,KEA3,0.4514285714285714,2,CMGC,CDKL,NA,CDKL5
CHEK1,66,58,KEA3,0.8114285714285714,4,CAMK,CAMKL,CHK1,CHEK1
CHEK2,123,126,KEA3,0.58,3,CAMK,RAD53,NA,CHEK2
CHUK,149.33333333333334,155,KEA3,0.4742857142857143,2,OTHER,IKK,NA,CHUK
CLK1,91,83,KEA3,0.7257142857142858,3,CMGC,CLK,NA,CLK1
CLK2,94.5,89,KEA3,0.7057142857142857,3,CMGC,CLK,NA,CLK2
CLK3,183,191,KEA3,0.35428571428571426,2,CMGC,CLK,NA,CLK3
CLK4,325,292,KEA3,0.03142857142857143,1,CMGC,CLK,NA,CLK4
CSF1R,276,264,KEA3,0.11142857142857143,1,TK,PDGFR,NA,CSF1R
